id,Activity,Project Name,start,end,date_difference,BD25 Lead Producer,Item Type,Greenlight Status
recpt8NSeWO1YQ5De,'Brought to Life' Season,Pictureville Screenings - 'Brought to Life' Season,2025-06-30 23:00:00+00:00,2025-07-31 22:30:00+00:00,"30 days, 23:30:00",Kat Boon,Event (any public-facing activity),Greenlit
recJUBUPBVy3MKaei,Epic Yorkshire Season I August I Dates and Programme TBC,Pictureville Screenings - Epic Yorkshire Season,2025-07-31 23:00:00+00:00,2025-08-31 22:30:00+00:00,"30 days, 23:30:00",Kat Boon,Event (any public-facing activity),Greenlit
rec6NgzeuFTnJIfOC,Tu I Tam in Poland,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,2025-06-14 12:06:00+00:00,2025-07-26 23:00:00+00:00,"42 days, 10:54:00",Dan Kok,Event (any public-facing activity),Greenlit
recJ0x2Ue4i2BWfPV,BBC Bitesize school events,BBC Bitesize,2024-12-10 00:00:00+00:00,2025-01-24 00:00:00+00:00,"45 days, 0:00:00",,Event (any public-facing activity),
recnjbxbHkh1ALLCx,"Railway Children Matinee Performances 13:00 Weds, Thurs, Fri and Sat until 7/9/25",The Railway Children,2025-07-24 17:30:00+00:00,2025-09-07 22:30:00+00:00,"45 days, 5:00:00",Abbe Robinson,Event (any public-facing activity),Greenlit
recsGTBzEJSw8DFZb,The People Powered Press,The People Powered Press,2025-01-13 00:00:00+00:00,2025-02-28 00:00:00+00:00,"46 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
rec2jbKIk7yRzPDUM,Railway Children 18:30 Tuesdays to Sundays until 7/9/25,The Railway Children,2025-07-22 17:30:00+00:00,2025-09-07 17:30:00+00:00,"47 days, 0:00:00",Abbe Robinson,Event (any public-facing activity),Greenlit
recv4oaNUdJWlWwEl,The Railway Children,The Railway Children,2025-07-15 23:00:00+00:00,2025-09-06 23:00:00+00:00,"53 days, 0:00:00",Abbe Robinson,Event (any public-facing activity),Greenlit
recGA6FTHK30sxWIq,Ramadan Pavillion Live,Ramadan Pavillion,2025-02-16 00:00:00+00:00,2025-04-12 23:00:00+00:00,"55 days, 23:00:00",Jessica,Event (any public-facing activity),Greenlit
recQ2ksiQkEDestYR,"Development and creative exploration sessions begin with collaborators and participants (including dance, art and multimedia exploration) ",Unseen by Ascendance,2025-01-01 13:29:00+00:00,2025-02-28 13:29:00+00:00,"58 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recdwDYhBwFHhAwtk,Participants self led rehearsals (6-8 weeks),The Bradford Progress,2025-03-01 00:00:00+00:00,2025-04-29 23:00:00+00:00,"59 days, 23:00:00",Kat Boon,Task,Greenlit
rec9Tx02HlTNLDAMw,In person exhibition tours to other venues. ,Unseen by Ascendance,2025-06-01 12:37:00+00:00,2025-07-31 12:37:00+00:00,"60 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recA4MdEL7CBGpvy1,Zain Ali - 50 years of British Asian Fashion,Nisbet Road Tailor's Shop,2025-09-30 23:00:00+00:00,2025-11-30 00:00:00+00:00,"60 days, 1:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recJGv4cJnpH7t1Wv,Performance Day 3: Hard Rain Ensemble ,New Music Biennial,2025-06-08 15:30:00+00:00,2025-08-08 16:30:00+00:00,"61 days, 1:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
recsfRghOL0RIWZHr,Performance Day 3: CoMA ,New Music Biennial,2025-06-08 11:00:00+00:00,2025-08-08 12:00:00+00:00,"61 days, 1:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
recyloVBMXV6H00Yd,Performance Day 3: Manchester Jazz Festival,New Music Biennial,2025-06-08 20:00:00+00:00,2025-08-08 21:00:00+00:00,"61 days, 1:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
rec8XWrrhLdUibyKb,Junk Modelling- Helen Howes Private Day Nursery,PLAY: Science Explorers Play Lab,2025-07-15 13:00:00+00:00,2025-09-15 14:00:00+00:00,"62 days, 1:00:00",Cat Stiles,Event (any public-facing activity),Greenlit
reccc5lAbm7g3c6RC,Community Workshop - All Star Callout,Bassline Symphony,2025-04-03 15:00:00+00:00,2025-06-13 17:00:00+00:00,"71 days, 2:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
recEmv2QYgAiNbc4s,Bradford Workshops Delivered,Wandering Imaginations: Emerging Fantasy Writer Exchange,2025-06-16 13:45:00+00:00,2025-08-31 13:45:00+00:00,"76 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
recM8SXR1vDS2ExON,Accra Workshops Delivered,Wandering Imaginations: Emerging Fantasy Writer Exchange,2025-06-16 13:46:00+00:00,2025-08-31 13:46:00+00:00,"76 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
recKMI2TSaqGYwEed,Veiled Reality - Carbon Imagineering (Artist-led Grant Award) ,Veiled Reality by Imran Ali (Carbon Imagineering),2025-10-11 23:00:00+00:00,2025-12-31 00:00:00+00:00,"80 days, 1:00:00",Florence Simms,Event (any public-facing activity),Greenlit
recrd2fY347Pg0n15,Community Workshop - Coleman Training ,Bassline Symphony,2025-03-25 10:00:00+00:00,2025-06-13 15:00:00+00:00,"80 days, 5:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
recPB5vyKpYVuJFX9,Ice Age Art Now Exhibition Open,Ice Age Art Now,2025-06-20 23:00:00+00:00,2025-09-13 23:00:00+00:00,"85 days, 0:00:00",Jessica,Event (any public-facing activity),Greenlit
recPdISdce59F6Eta,"ReelBFD: Digital Arts, Bradford Stories",Digital Creatives,2025-06-14 08:00:00+00:00,2025-09-07 16:00:00+00:00,"85 days, 8:00:00",,Event (any public-facing activity),Greenlit
rec9OIuBCdPZQfWRE,Journeys with Mai (exhibition),Journeys with Mai (exhibition),2025-05-22 23:00:00+00:00,2025-08-16 23:00:00+00:00,"86 days, 0:00:00",Daniel Cutmore,Event (any public-facing activity),
recaApqm4Gc3XhoJ4,Jameel Prize: Moving Images,Jameel Prize: Moving Images,2025-05-22 23:00:00+00:00,2025-08-16 23:00:00+00:00,"86 days, 0:00:00",Daniel Cutmore,Event (any public-facing activity),
rechPbrIKSYX83rGN,Portrait of Mai - Bradford Cartwright Hall Display,The Portrait of Mai: Youth Engagement Programme,2025-05-22 23:00:00+00:00,2025-08-16 23:00:00+00:00,"86 days, 0:00:00",Rhiannon Hannon,Event (any public-facing activity),Greenlit
rec3PkjJeHyDG7psW,"Feb – April 2025   Local choir Cultural Exchange   X4 choirs would be invited to explore songs of heritage: the definition of this just meaning songs of their heritage, folk songs, songs they remember from being children, songs they learnt from their parents, grandparents. Choir members would teach each other in their pairs. This is also an opportunity for them to share stories, the meanings behind the lyrics and learning a new language song.    Session 1 (x2) - meet their paired choir, introduce new song (s) including the sharing heritage stories/folk traditions/translating and learning new language lyrics - then go away to practice in own choirs   Session 2 (x2) - come back together to rehearse newly learned material and sing together   Session 3 - All 4 choirs come together to rehearse - putting together all the new learning into one cohesive performance, facilitated by the lead facilitator ",We Will Sing by Ann Hamilton at Salt's Mill,2025-02-01 00:00:00+00:00,2025-04-29 23:00:00+00:00,"87 days, 23:00:00",Jessica,Event (any public-facing activity),Greenlit
rec1bnC1WcIDGZJke,Penguin Build a Book Workshop 3,Penguin Books Partnership,2025-08-31 23:00:00+00:00,2025-11-30 00:00:00+00:00,"90 days, 1:00:00",Andra Chelcea,Event (any public-facing activity),Greenlit
recPp4Uog7UHynOxK,Penguin Build a Book Workshop 1,Penguin Books Partnership,2025-08-31 23:00:00+00:00,2025-11-30 00:00:00+00:00,"90 days, 1:00:00",Andra Chelcea,Event (any public-facing activity),Greenlit
recTUaH229yB2hdzw,Penguin Build a Book Workshop 2,Penguin Books Partnership,2025-08-31 23:00:00+00:00,2025-11-30 00:00:00+00:00,"90 days, 1:00:00",Andra Chelcea,Event (any public-facing activity),Greenlit
recnaLFbmOMyEB6sZ,Wraparound workshops are delivered ,Unseen by Ascendance,2025-05-01 12:35:00+00:00,2025-07-31 12:35:00+00:00,"91 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recIY8LeDQFkieYnL,Run first screening between May – July 2025.  ,A Screen Near You - Cinema for All (grassroots development and screening),2025-05-01 10:09:00+00:00,2025-07-31 10:10:00+00:00,"91 days, 0:01:00",Kat Boon,Event (any public-facing activity),Greenlit
recDVXE5D0bA3ctrR,Community Workshops - One in a million ,Bassline Symphony,2025-03-14 16:00:00+00:00,2025-06-14 17:00:00+00:00,"92 days, 1:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
reciK4dTYnaqTdUHQ,I AM ME,I AM ME,2025-01-31 00:00:00+00:00,2025-05-04 23:00:00+00:00,"93 days, 23:00:00",Daniel Cutmore,Event (any public-facing activity),
recD6ecfCD0bphavV,Bradford Installation Live,Wandering Imaginations: Emerging Fantasy Writer Exchange,2025-09-23 13:44:00+00:00,2025-12-31 14:45:00+00:00,"99 days, 1:01:00",Harry Jelley,Event (any public-facing activity),Greenlit
recJSkocVBDnjdTny,Fighting to be Heard (British Library),Fighting to be Heard (British Library),2025-01-17 10:00:00+00:00,2025-04-27 16:00:00+00:00,"100 days, 6:00:00",,Event (any public-facing activity),Greenlit
rec1663NWCWQ1OFgD,Engagement with Sanctuary Seeker Groups Begins (6 sessions),Bradford Selection,2024-07-06 23:00:00+00:00,2024-10-19 23:00:00+00:00,"105 days, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
rec5jwINt3j3QNtJw,Engagement with Leeds Road Sikh Temple - Older Punjabi Diaspora - begins (6 sessions),Bradford Selection,2024-07-09 23:00:00+00:00,2024-10-22 23:00:00+00:00,"105 days, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recWjqZXmqk60Nwj8,Engagement with Young Muslim Boxer Group Begins (6 sessions),Bradford Selection,2024-07-09 23:00:00+00:00,2024-10-22 23:00:00+00:00,"105 days, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recQgep8vSozNpDft,Nationhood: Memory and Hope,Nationhood: Memory and Hope (Aida Muluneh Photography exhibition),2025-01-11 10:00:00+00:00,2025-04-26 12:52:00+00:00,"105 days, 2:52:00",Jessica,Event (any public-facing activity),Greenlit
recRW5O3VPiW4UhLF,Community growing and harvesting engagement sessions begin with  community grower 3 (NEET) (6 sessions),Bradford Selection,2024-07-14 23:00:00+00:00,2024-11-04 00:00:00+00:00,"112 days, 1:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recWT0SO6OPo0CNKE,Community growing and harvesting engagement sessions begin with  community grower 2 (Wibsey Community Garden) (6 sessions),Bradford Selection,2024-07-08 23:00:00+00:00,2024-10-29 00:00:00+00:00,"112 days, 1:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
receuv6kQHcwhyYXb,Community growing and harvesting engagement sessions begin with  community grower 4 (Horton Community Garden) (6 sessions),Bradford Selection,2024-07-15 23:00:00+00:00,2024-11-05 00:00:00+00:00,"112 days, 1:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recx8xHqud4yGrVEr,Community growing and harvesting engagement sessions begin with community grower 1 (Horton Community Farm) (6 sessions),Bradford Selection,2024-07-07 23:00:00+00:00,2024-10-28 00:00:00+00:00,"112 days, 1:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recbfAOu3uY80kI7l,Writers Workshops,Wandering Imaginations: Emerging Fantasy Writer Exchange,2024-11-04 16:03:00+00:00,2025-02-28 16:03:00+00:00,"116 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
recXTULb3oJZqjbVb,All groups start 18 x  weekly sessions,Akram Khan and Dance United - Memories of the Future,2025-01-27 00:00:00+00:00,2025-05-24 23:00:00+00:00,"117 days, 23:00:00",Jodie Noble,Event (any public-facing activity),Greenlit
recXioGaaKNzjACGe,Workshops in schools  ,New Focus: Bradford Young Curators,2026-01-01 00:00:00+00:00,2026-04-29 23:00:00+00:00,"118 days, 23:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recEEwJsqJ0tSo3fd,Turner Prize Exhibitions live,Turner Prize,2025-09-25 23:00:00+00:00,2026-01-25 00:00:00+00:00,"121 days, 1:00:00",Molly Rigg,Event (any public-facing activity),Greenlit
recMZ3MfLPklc2IbA,Pieced Together,Pieced Together,2025-01-15 00:00:00+00:00,2025-05-17 23:00:00+00:00,"122 days, 23:00:00",,Event (any public-facing activity),
recvZnErGaP3PpTPM,Pieced Together Exhibition,DRAW!,2025-01-15 10:00:00+00:00,2025-05-18 16:00:00+00:00,"123 days, 6:00:00",,Event (any public-facing activity),Greenlit
recs9A789EaQMXDGb,Exhibition,A Good Yarn: Luke Jerram,2025-07-26 17:00:00+00:00,2025-11-27 13:27:00+00:00,"123 days, 20:27:00",Helen Wells,Event (any public-facing activity),Greenlit
recOXANyinBoUywQJ,NSMM Exhibition Live,Frontline 1984-1985 by Victor Wedderburn,2025-06-11 11:32:00+00:00,2025-10-29 12:32:00+00:00,"140 days, 1:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recut6kwqZvdsTZBe,Exhibition Open: May – October 2025 ,Wild Uplands,2025-05-23 23:00:00+00:00,2025-10-11 23:00:00+00:00,"141 days, 0:00:00",Kat Boon,Event (any public-facing activity),Greenlit
rec6CveTZFlsP6GqP,Earth and Sky (part of Wild Uplands),Earth & Sky (part of Wild Uplands),2025-05-23 23:00:00+00:00,2025-10-11 23:00:00+00:00,"141 days, 0:00:00",Jane Earnshaw,Event (any public-facing activity),Greenlit
rectCTImY8T2iP4ns,Turner Prize Core Exhibitions,Turner Prize,2025-10-01 14:07:00+00:00,2026-02-28 15:07:00+00:00,"150 days, 1:00:00",Molly Rigg,Event (any public-facing activity),Greenlit
recglPv8uyvrMt6QS,Where It Began – Osman Yousefzada (exhibition),Where It Began – Osman Yousefzada,2024-05-02 23:00:00+00:00,2024-10-12 23:00:00+00:00,"163 days, 0:00:00",Jodie Noble,Event (any public-facing activity),Greenlit
recJ0odH74pHgHXch,Bodies Of Water - Turbynes,Channels (Bodies of Water) - Turbynes,2025-05-30 23:00:00+00:00,2025-11-16 00:00:00+00:00,"169 days, 1:00:00",Jessica,Event (any public-facing activity),Greenlit
recuxx1ix32vdsNgK,We Will Sing - Exhibition open to the public + public programme of events ,We Will Sing by Ann Hamilton at Salt's Mill,2025-05-03 10:00:00+00:00,2025-11-02 16:00:00+00:00,"183 days, 6:00:00",Jessica,Event (any public-facing activity),Greenlit
reciyH6NVhgx4nphC,Poster campaign,Drum Roll Please,2024-03-12 00:00:00+00:00,2024-09-11 23:00:00+00:00,"183 days, 23:00:00",Beth Murrell,Event (any public-facing activity),Greenlit
reca1M2qAZsxXcwWX,Community groups guided walking programme - not guided by BD25,Bradford on Foot,2025-04-21 10:33:00+00:00,2025-10-31 11:33:00+00:00,"193 days, 1:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recvArK6EbFzACxyB,Public launch of Digital Map ,Digital Map,2025-08-05 11:00:00+00:00,2026-03-31 22:30:00+00:00,"238 days, 11:30:00",,Event (any public-facing activity),Greenlit
recIbXEK3WYSiutFD,Bradford DNA by Razwan Ul-Haq,Bradford DNA by Razwan Ul-Haq,2025-01-05 00:00:00+00:00,2025-09-03 23:00:00+00:00,"241 days, 23:00:00",Daniel Cutmore,Event (any public-facing activity),Greenlit
recE661w1ulgmwF69,Media Museum Sound spaces - City of Wonder,YOU:MATTER (Marshmallow Laser Feast),2025-04-02 23:00:00+00:00,2026-02-28 00:00:00+00:00,"331 days, 1:00:00",Matthew Allen,Event (any public-facing activity),Greenlit
recoqwYfRtud7vk49,Comma Press 'Book of the City',Comma Press 'Book of the City',2024-09-20 23:00:00+00:00,2025-09-19 23:00:00+00:00,"364 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
recTDVGSPXqObSvIk,My Mother’s Funeral – Social Activity,Tour the Writer,2024-07-19 10:07:00+00:00,2025-07-19 12:00:00+00:00,"365 days, 1:53:00",Jodie Noble,Event (any public-facing activity),Greenlit
rec6zTLknIXiOOa1P,Where it Began - Osman Yousefzada (Public Art Sculpture),Where It Began – Osman Yousefzada,2024-05-09 23:00:00+00:00,2025-06-30 21:00:00+00:00,"416 days, 22:00:00",Jodie Noble,Event (any public-facing activity),Greenlit
